id,class
10589818593826356225,kachumbari
4637631837406318823,kachumbari
1251130141517486088,kachumbari
12287207952802190326,kachumbari
14206975883305801139,kachumbari
10360258384849587784,kachumbari
15768782566789120317,kachumbari
1292508237365607912,kachumbari
957523515652028494,kachumbari
11231402301498841931,kachumbari
13790861529744546435,kachumbari
15693940437668614498,kachumbari
17816120698610473346,kachumbari
15579716070463211895,kachumbari
12540797410011583046,kachumbari
15986692396346800558,kachumbari
15611903131460667035,kachumbari
9970405310844612391,kachumbari
12008290377657537195,kachumbari
11468140884762892659,kachumbari
13245359189291093345,kachumbari
12286479591390083335,kachumbari
13615043203787961846,kachumbari
15510622562742327743,kachumbari
6275172381432941204,kachumbari
16770384468910288068,kachumbari
8636216506278768756,kachumbari
2407764218055487402,kachumbari
13720090055438544026,kachumbari
12330585674884899529,kachumbari
4930868040427417844,kachumbari
12374188290548632019,kachumbari
2976022029825644522,kachumbari
4116088072528345056,kachumbari
4152333976341050558,kachumbari
1487060008791763304,kachumbari
8303083764765721427,kachumbari
5328610130187617421,kachumbari
11913254464879152377,kachumbari
15674075266399528919,kachumbari
13256653843473335007,kachumbari
4612520345060991555,kachumbari
16137381128363006063,kachumbari
3578338558214359556,kachumbari
8352022383025312863,kachumbari
13309134333971245702,kachumbari
7663024379491586025,kachumbari
12374803177643187519,kachumbari
9213560230724169020,kachumbari
1106073172962452688,kachumbari
8919975517153887283,kachumbari
1312035520037348165,kachumbari
3452102476744705215,kachumbari
18023162618300690500,kachumbari
10602699516817885231,kachumbari
1002694837187555296,kachumbari
15015337158838759674,kachumbari
2657612345387410550,kachumbari
1249463196725286735,kachumbari
12411615302977187645,kachumbari
8175067732813602168,kachumbari
7086017559043493184,kachumbari
16159123300643115981,kachumbari
13291204724601399207,kachumbari
9046017474826282680,kachumbari
4829304924169302548,kachumbari
9390843819941450791,kachumbari
5756585797982405959,kachumbari
14212587130988609835,kachumbari
10229403451667459472,kachumbari
525406301300834210,kachumbari
1932612942329751685,kachumbari
6488546799557477767,kachumbari
8036858564712135499,kachumbari
3256000500405405944,kachumbari
11289801088181644965,kachumbari
4553988334855863421,kachumbari
2647696478783896523,kachumbari
15108484606631332602,kachumbari
10555592958204082076,kachumbari
10310059003438883067,kachumbari
5311405979743192963,kachumbari
5956836579531567996,kachumbari
11648369668654920838,kachumbari
8228076614137881963,kachumbari
14993653185406526851,kachumbari
7079852198334685982,kachumbari
1540176621597226328,kachumbari
8982474186984036646,kachumbari
9794310017739386266,kachumbari
8797669548822192079,kachumbari
9320632377329494840,kachumbari
15943103814224969933,kachumbari
4061264755125580372,kachumbari
866366076601625389,kachumbari
10684725898190952106,kachumbari
15392889512982463953,kachumbari
9737513360498481843,kachumbari
10881535603209139977,kachumbari
9937991884298504056,kachumbari
18386085888216261645,kachumbari
7441909136368386443,kachumbari
10758607662526960140,kachumbari
2547906925836120627,matoke
10659687815034937571,matoke
8358389500690710713,matoke
12265598765240122562,matoke
10997963660938439905,matoke
9494838655156929777,matoke
10945600168256598293,matoke
782686697672672305,matoke
4471674810117347991,matoke
8925971978759951625,matoke
3113560680153381548,matoke
16941568777764243549,matoke
14382692712203870990,matoke
8692762223047163727,matoke
9055357283695410309,matoke
6918934808329175912,matoke
2061951086611995120,matoke
2327233197544628049,matoke
1556819571652590523,matoke
5456723282343307924,matoke
2800728609517992088,matoke
10591406234810654968,matoke
14281149143713197446,matoke
8293304328820480775,matoke
17832554589913035663,matoke
9162160209121836647,matoke
3951871279364558666,matoke
14427955693785076966,matoke
16166945605803038452,matoke
13550108524827590613,matoke
5637452581179236694,matoke
345114957865157786,matoke
15024130623172916126,matoke
11560672584278106825,matoke
10507637223251276401,matoke
2216489155820610040,matoke
7815681102728722107,matoke
13055606559481475180,matoke
6676486784929365490,matoke
1007417225203910208,matoke
5265320467063984118,matoke
14518233751429762016,matoke
370791639544511014,matoke
11807043391728527859,matoke
6386572446113667826,matoke
3988146424260397687,matoke
11437796106380101134,matoke
13085578699982976882,matoke
14772018886981649417,matoke
2844295939989039306,matoke
17835903511716296799,matoke
1311751449338507214,matoke
4292640004663136538,matoke
642977219758815994,matoke
8273959246884635211,matoke
12186857571472219302,matoke
5808131100147059641,matoke
4878722678199665409,matoke
4057157272653883692,matoke
14582020180525763256,matoke
11440089671316319638,matoke
10069970321436769123,matoke
4746212136218637438,matoke
8163931107267537934,matoke
1140299240071472876,matoke
3533270803236857679,matoke
14182648849213904998,matoke
8922632751268106303,matoke
5212034390482768398,matoke
9972738485425887466,matoke
9158174997431812813,matoke
2469567793060296462,matoke
11250248392169509669,matoke
8012610076223290166,matoke
2197796157945142820,matoke
12947609831722845162,matoke
18350522183222262152,matoke
18144601720111481324,matoke
11281652441770814193,matoke
15127996986284621333,matoke
10983431993459880764,matoke
5822066372618563169,matoke
9282776250322359564,matoke
16055193571075129625,matoke
2331922036763610860,matoke
15800027884543153953,matoke
4005925271880670033,matoke
13712769261733665933,matoke
3614219408751327428,matoke
14697560581317556529,matoke
8082350431248579129,matoke
2864127203693038472,matoke
1801457985266067793,matoke
12796470685324604742,matoke
1561594622471910155,matoke
6452496040943170976,matoke
12936547359695383817,matoke
18107757887823908708,matoke
3715639839766547957,matoke
9269531372656522006,matoke
75622308242568762,matoke
7385058314932363810,matoke
10774206147178381205,matoke
12950363113995121830,matoke
12302705575873297492,matoke
8686691646956765636,matoke
12289551239244461933,matoke
4516492097593147027,matoke
5991330199046757504,matoke
1515439270035241583,matoke
288264548908302197,matoke
3303360389385333157,matoke
18307398830928264783,matoke
16365888584764847379,matoke
15616841475849989644,matoke
4433191811991682645,matoke
10726246886887144717,matoke
3895488433198707294,matoke
14455870942581663218,matoke
7085076172899367835,matoke
13064375762695313833,matoke
16520603414915660460,matoke
9376924588196495093,matoke
17770808768964762977,matoke
15775890783840677163,matoke
16934680528230289036,matoke
3363514013724460896,matoke
6004218817072372837,matoke
15006179941039425728,matoke
14886389523235693306,matoke
11202478828971249014,matoke
1659482572273349466,matoke
8310550567632300492,matoke
10529112511464420016,matoke
11190720834240218245,matoke
8337296846883677359,matoke
11184355184087426553,matoke
12995790919582707670,matoke
11362993873001791052,matoke
5858790677633034598,matoke
8236994936791466810,matoke
12969118772478342976,matoke
2210297463942652906,matoke
4978369626918100576,matoke
15409892720396830395,matoke
4227087633207410814,matoke
7510790479385156284,matoke
10147547126690733027,matoke
7612951042563788025,matoke
8230860071058727563,matoke
17098372230061362971,matoke
2146884760685443353,matoke
17601205439129792564,matoke
13434642611137992185,matoke
518696670209515504,matoke
1404899091350083708,matoke
13893958754258449309,matoke
14171725393449523983,matoke
7858283504578696452,matoke
13480044992951782163,matoke
3039963436498421762,sukumawiki
727467247663453298,sukumawiki
6584300145597584155,sukumawiki
5901468219421486604,sukumawiki
14431356697066725622,sukumawiki
1313500751768418705,sukumawiki
18341252944945463877,sukumawiki
7360437630698723418,sukumawiki
2320315191495287683,sukumawiki
3174765340095314311,sukumawiki
3698316275805766040,sukumawiki
8134111007343792211,sukumawiki
3991864241268102464,sukumawiki
7256543694816015312,sukumawiki
4369895144442484150,sukumawiki
12369235536161129824,sukumawiki
10659666686522985502,sukumawiki
7603626539980470866,sukumawiki
3079526983213324947,sukumawiki
4984481208260943401,sukumawiki
1431087442957425803,sukumawiki
12891224790282418777,sukumawiki
15386609476659097404,sukumawiki
10993221130754771089,sukumawiki
1579527541899583504,sukumawiki
12862008661156699104,sukumawiki
3609638342446729349,sukumawiki
10118171013200649427,sukumawiki
6884697714038417211,sukumawiki
2990028303608299297,sukumawiki
17961387162986795342,sukumawiki
1112272220787266174,sukumawiki
5662702470697776639,sukumawiki
8739719968723888097,sukumawiki
8874223922281081866,sukumawiki
10385911191105442054,sukumawiki
15151089019990551120,sukumawiki
2551502144158136483,sukumawiki
10651708144948175256,sukumawiki
7111431555709404990,sukumawiki
12813529048659281348,sukumawiki
9305418798778646881,sukumawiki
15317758780325328228,sukumawiki
12724119478088835817,sukumawiki
1322316505704041298,sukumawiki
7039924652436709092,sukumawiki
5036154551328316768,sukumawiki
6389444355880308861,sukumawiki
14796657970081361303,sukumawiki
11138304429665867364,sukumawiki
8648567825201416762,sukumawiki
12120502550604820436,sukumawiki
12574670413108843105,sukumawiki
12674873148275559036,sukumawiki
17816980300162562284,sukumawiki
15696436898525381188,sukumawiki
16310534578938153796,sukumawiki
17971180104177417962,sukumawiki
15479464144536321935,sukumawiki
12547632862344493585,sukumawiki
15797960655038554201,sukumawiki
3100840147393598967,sukumawiki
12610943318704121356,sukumawiki
1996796153464360752,sukumawiki
4880080033482558323,sukumawiki
12893051542280660273,sukumawiki
16728257056216369248,sukumawiki
3356750948159675306,sukumawiki
2851852894002129804,sukumawiki
15547318821219300531,sukumawiki
2969955129281186446,sukumawiki
13673782228987948971,sukumawiki
12706135814179945928,sukumawiki
10863768120982649673,sukumawiki
621955568796434179,sukumawiki
17716505079503822719,sukumawiki
7949409721244528310,sukumawiki
10610252008656665605,sukumawiki
4421017268486927260,sukumawiki
17350601184357275337,sukumawiki
8366214947271656382,sukumawiki
459122275148527163,sukumawiki
1373449663250773497,sukumawiki
16637380631754916350,sukumawiki
10733990064099012990,sukumawiki
7116923502341044128,sukumawiki
9846346533962745557,sukumawiki
16263606648957656514,sukumawiki
17544268216718499828,sukumawiki
5033427266726332983,sukumawiki
16591322070434799681,sukumawiki
1917437119045899551,sukumawiki
7667712825370434047,sukumawiki
5406709788574344590,sukumawiki
17540715502256650831,sukumawiki
13188739593690640523,sukumawiki
14122136481438306986,sukumawiki
12611101733083182467,sukumawiki
10854257274394233242,sukumawiki
9543377879654371976,sukumawiki
2403938368275360495,sukumawiki
16292068910159576399,sukumawiki
10068134825225361925,sukumawiki
6839115662379616761,sukumawiki
12505920127772500144,sukumawiki
2755051729579281813,sukumawiki
699955745936556519,sukumawiki
16714142893670256626,sukumawiki
7664126732826008377,sukumawiki
5930905801544536090,sukumawiki
4238766986249076462,sukumawiki
2805268285577510042,sukumawiki
4864661384346447693,sukumawiki
7507886735616011329,sukumawiki
5922321632570715309,sukumawiki
3915244035546126293,sukumawiki
8676283696658142123,sukumawiki
9450853507738039674,sukumawiki
5914916902448985143,sukumawiki
7716867994205166515,sukumawiki
4933156120285394559,sukumawiki
8637807727930374826,sukumawiki
12540055320081006633,sukumawiki
12494066896692015350,sukumawiki
8975725656040730358,sukumawiki
14935806671878049213,sukumawiki
4984263119730727239,sukumawiki
16948840941695987515,sukumawiki
15449369208744687919,sukumawiki
18093144193106783490,sukumawiki
3103085325970021451,sukumawiki
14241886715439772303,sukumawiki
10815271571889993836,sukumawiki
3375255202666977472,bhaji
11015545559029839923,bhaji
7358629108987869599,bhaji
17374663407117389312,bhaji
12955365288873814526,bhaji
13489035122886959919,bhaji
15303377743411870609,bhaji
15114196352917320864,bhaji
16872136787786797350,bhaji
1337429570509354262,bhaji
12084892710725865044,bhaji
4063470696885228401,bhaji
8762643077531616128,bhaji
11914825156651230567,bhaji
4409741516806335872,bhaji
10931799664297657088,bhaji
9034422646378948682,bhaji
13983426766558248279,bhaji
10439969322690324652,bhaji
6627825237909357511,bhaji
8777779777375789886,bhaji
910100540753635814,bhaji
13096084595993254183,bhaji
9730813364647611371,bhaji
14013714632646819289,bhaji
2534902189311619505,bhaji
17916943344242380694,bhaji
7792787216674191986,bhaji
3574150288362585522,bhaji
9795886263384777645,bhaji
3788575078006085880,bhaji
2076987654670447487,bhaji
8354894820765094725,bhaji
13143533235967906301,bhaji
15633635181298930585,bhaji
9190051967793148742,bhaji
3929478575642912288,bhaji
17974533127538800654,bhaji
8266473252583309245,bhaji
2997648924127757116,bhaji
3921870683593491547,bhaji
18355411125526475604,bhaji
10993589677114962455,bhaji
18192589770516635562,bhaji
15032610492501348626,bhaji
14106304219320818493,bhaji
2599839090045711548,bhaji
740071192854427722,bhaji
9575570240661150843,bhaji
13259980024934575284,bhaji
2367535487529808174,bhaji
15141299982976736060,bhaji
18371762271769683995,bhaji
14957413420526835983,bhaji
1066166288807931979,bhaji
10481178930069596961,bhaji
12923221635114922450,bhaji
875362771898192461,bhaji
10181298693676480391,bhaji
2457198212154330,bhaji
2023614655239739108,bhaji
11444849759277650947,bhaji
5132790141732954064,bhaji
3993093413644913344,bhaji
9203413494344078278,bhaji
12304789781248749562,bhaji
10731758138248223297,bhaji
10397888921779159872,bhaji
9481765960307955481,bhaji
7777965674736050224,bhaji
10728607791868848852,bhaji
14102245597058316626,bhaji
522709413898648035,bhaji
3785669883016866181,bhaji
15621350242804925909,bhaji
4736650894468525795,bhaji
10220773676071669058,bhaji
6111749284204038325,bhaji
8668902472571208961,bhaji
186671310092988766,bhaji
13666452032998721759,bhaji
11119623973770077210,bhaji
17558481459106700742,bhaji
11266971764753916756,bhaji
12628600317411933015,bhaji
13525380787977373239,bhaji
10549773163251957198,bhaji
4036555113773839456,bhaji
2711009566086308252,bhaji
12071711008431752911,bhaji
17824323680743062862,bhaji
11113170050299038158,bhaji
10263418791439795156,bhaji
18338117753138062178,bhaji
18279900190461436902,bhaji
2817371334216920197,bhaji
15557888301036907178,bhaji
4336595868751383090,bhaji
1576876745274620995,bhaji
5003971040327505543,bhaji
2079142813084203137,bhaji
1969934665992425545,bhaji
3752889830292096696,bhaji
8584136729466767213,bhaji
5842904217708753905,bhaji
812405743958954944,bhaji
9869641254326009695,bhaji
2995115583973608302,bhaji
4290924925832830495,bhaji
15395199963991407217,bhaji
7516412114157537114,bhaji
6303889263200627259,bhaji
4913752215412885305,bhaji
15953499285397142132,bhaji
381490474148198010,bhaji
4150631221421820470,bhaji
2887790578563718694,bhaji
15064447960481918104,bhaji
15951170733726111048,bhaji
66851581510449171,bhaji
4029962478747211079,bhaji
11655038938317312541,bhaji
15558956491607907379,bhaji
10013553698958399021,bhaji
6028058126526202178,bhaji
2703241285867978276,bhaji
14076457066597063248,bhaji
14485101802386866654,bhaji
956928695072472548,bhaji
16610392650849932354,bhaji
837432167684803498,bhaji
4857542494443668666,bhaji
3688505758760888388,bhaji
4024422106188748736,bhaji
12572506250957187361,bhaji
11339527727829362138,bhaji
18048715559801947400,bhaji
9987018211684258964,bhaji
5789998109836490870,bhaji
7951562400379645533,bhaji
17924581762401617341,bhaji
6436349253258513404,bhaji
15143461521639177198,bhaji
17948456027162625771,bhaji
1770839692804507694,bhaji
6741939936667879338,bhaji
9038915352796254732,bhaji
16018741854879624083,bhaji
3190403845402276231,bhaji
1646964077867239664,bhaji
8392359728727173253,bhaji
5941036034153746307,bhaji
9903746869230563181,bhaji
9578429914439953095,bhaji
13553195098548776842,bhaji
10704422019256146156,bhaji
714357362786459148,bhaji
17871953180819197929,bhaji
11917742723496602805,bhaji
7662842881435309401,bhaji
6570220849626493324,bhaji
17754491736870738461,bhaji
14541388762680521621,bhaji
12556131929024357309,bhaji
7462315163313537713,bhaji
10813253081410686422,bhaji
2341100406052957423,bhaji
6487203251521700508,bhaji
5928817913421413944,bhaji
7326326630266346188,bhaji
11554327540819192124,bhaji
9092150934352515256,bhaji
6551146223485247526,bhaji
3310176060297790508,bhaji
11694487611485503068,bhaji
11994967983648214773,bhaji
1106511764996737669,bhaji
12844139800062858992,bhaji
3718424710527749073,bhaji
16697664658551306963,bhaji
6181871429128174062,bhaji
8873946858887581966,bhaji
2509390201934320885,bhaji
18068980915327822723,bhaji
3211535684647312692,bhaji
10998156442481719438,bhaji
9024597328911418537,bhaji
8006921394265165031,bhaji
8362038071878427831,bhaji
12988102541029806203,bhaji
15827521201083145574,bhaji
14076599984406940122,bhaji
17189987538938513502,bhaji
14140002861847499251,bhaji
1053117357112859584,bhaji
14485341783018471457,bhaji
9471969999832168664,bhaji
4178631518681533894,bhaji
11515855876673138706,bhaji
16450312084370604877,bhaji
4320316778086789650,bhaji
14482429043260960338,bhaji
12960648577601867641,bhaji
17991471640892059983,bhaji
13564532271628144381,bhaji
9519574193138121478,bhaji
18422110003324278934,bhaji
2804009489989881850,bhaji
16485700227080886738,mandazi
5690354232437835367,mandazi
6637335768170234513,mandazi
7874150713501213805,mandazi
13844978939219819309,mandazi
13111109849827046590,mandazi
14984181710028766901,mandazi
3147148474345687388,mandazi
311027892845279085,mandazi
5181903121546437963,mandazi
7991196468543254496,mandazi
172193194934650936,mandazi
12492550419868803813,mandazi
17098722706044246301,mandazi
1612870140217130459,mandazi
14702358011426744794,mandazi
5118000331738336721,mandazi
13358204802524764404,mandazi
8768135634518909320,mandazi
6869498743401285058,mandazi
18093816081055681418,mandazi
6121587723968635615,mandazi
10584288593827193742,mandazi
750955121353602129,mandazi
12778639767489898393,mandazi
14597688689359890782,mandazi
16271254157960542250,mandazi
10978063955741588834,mandazi
123033311948288166,mandazi
2523867681068939349,mandazi
17483658746719497897,mandazi
16167037748680301049,mandazi
13964154510649159761,mandazi
17929111951186863393,mandazi
6778560964240960688,mandazi
12833718269599423117,mandazi
16198075339432483296,mandazi
16685956538750101636,mandazi
4784207383195888155,mandazi
7899820405343818720,mandazi
3401542064243336383,mandazi
3480732134049651377,mandazi
71181032733127309,mandazi
2877638866129677895,mandazi
8686134834537206563,mandazi
8280757462155385387,mandazi
1146046171908353880,mandazi
8055991830572221990,mandazi
17756693447739198562,mandazi
5222206282647513072,mandazi
4754934471314426655,mandazi
15881526400914598695,mandazi
8367191564832106150,mandazi
17329925517194023886,mandazi
9846062231316624898,mandazi
